OriginalName,Precursor,geneID,ensemblID,type,entrezID
ENSG00000005513,,SOX8,ENSG00000005513,ENS,30812
ENSG00000005700,,IBTK,ENSG00000005700,ENS,25998
ENSG00000005801,,ZNF195,ENSG00000005801,ENS,7748
ENSG00000005810,,MYCBP2,ENSG00000005810,ENS,23077
ENSG00000005812,,FBXL3,ENSG00000005812,ENS,26224
ENSG00000005882,,PDK2,ENSG00000005882,ENS,5164
ENSG00000005884,,ITGA3,ENSG00000005884,ENS,3675
ENSG00000005889,,ZFX,ENSG00000005889,ENS,7543
ENSG00000005893,,LAMP2,ENSG00000005893,ENS,3920
ENSG00000005961,,ITGA2B,ENSG00000005961,ENS,3674
ENSG00000006007,,GDE1,ENSG00000006007,ENS,51573
ENSG00000006015,,REX1BD,ENSG00000006015,ENS,55049
ENSG00000006025,,OSBPL7,ENSG00000006025,ENS,114881
ENSG00000006042,,TMEM98,ENSG00000006042,ENS,26022
ENSG00000006062,,MAP3K14,ENSG00000006062,ENS,9020
ENSG00000006071,,ABCC8,ENSG00000006071,ENS,6833
ENSG00000006116,,CACNG3,ENSG00000006116,ENS,10368
ENSG00000006118,,TMEM132A,ENSG00000006118,ENS,54972
ENSG00000006125,,AP2B1,ENSG00000006125,ENS,163
ENSG00000006194,,ZNF263,ENSG00000006194,ENS,10127
ENSG00000006210,,CX3CL1,ENSG00000006210,ENS,6376
ENSG00000006282,,SPATA20,ENSG00000006282,ENS,64847
ENSG00000006283,,CACNA1G,ENSG00000006283,ENS,8913
ENSG00000006327,,TNFRSF12A,ENSG00000006327,ENS,51330
ENSG00000006432,,MAP3K9,ENSG00000006432,ENS,4293
ENSG00000006451,,RALA,ENSG00000006451,ENS,5898
ENSG00000006459,,KDM7A,ENSG00000006459,ENS,80853
ENSG00000006468,,ETV1,ENSG00000006468,ENS,2115
ENSG00000006530,,AGK,ENSG00000006530,ENS,55750
ENSG00000006576,,PHTF2,ENSG00000006576,ENS,57157
ENSG00000006607,,FARP2,ENSG00000006607,ENS,9855
ENSG00000006611,,USH1C,ENSG00000006611,ENS,10083
ENSG00000006625,,GGCT,ENSG00000006625,ENS,79017
ENSG00000006634,,DBF4,ENSG00000006634,ENS,10926
ENSG00000006652,,IFRD1,ENSG00000006652,ENS,3475
ENSG00000006695,,COX10,ENSG00000006695,ENS,1352
ENSG00000006704,,GTF2IRD1,ENSG00000006704,ENS,9569
ENSG00000006712,,PAF1,ENSG00000006712,ENS,54623
ENSG00000006715,,VPS41,ENSG00000006715,ENS,27072
ENSG00000006740,,ARHGAP44,ENSG00000006740,ENS,9912
ENSG00000006744,,ELAC2,ENSG00000006744,ENS,60528
ENSG00000006747,,SCIN,ENSG00000006747,ENS,85477
ENSG00000006756,,ARSD,ENSG00000006756,ENS,414
ENSG00000006757,,PNPLA4,ENSG00000006757,ENS,8228
ENSG00000006831,,ADIPOR2,ENSG00000006831,ENS,79602
ENSG00000006837,,CDKL3,ENSG00000006837,ENS,51265
ENSG00000007047,,MARK4,ENSG00000007047,ENS,57787
ENSG00000007062,,PROM1,ENSG00000007062,ENS,8842
ENSG00000007080,,CCDC124,ENSG00000007080,ENS,115098
ENSG00000007168,,PAFAH1B1,ENSG00000007168,ENS,5048
ENSG00000007174,,DNAH9,ENSG00000007174,ENS,1770
ENSG00000007202,,KIAA0100,ENSG00000007202,ENS,9703
ENSG00000007216,,SLC13A2,ENSG00000007216,ENS,9058
ENSG00000007237,,GAS7,ENSG00000007237,ENS,8522
ENSG00000007255,,TRAPPC6A,ENSG00000007255,ENS,79090
ENSG00000007264,,MATK,ENSG00000007264,ENS,4145
ENSG00000007341,,ST7L,ENSG00000007341,ENS,54879
ENSG00000007372,,PAX6,ENSG00000007372,ENS,5080
ENSG00000007376,,RPUSD1,ENSG00000007376,ENS,113000
ENSG00000007384,,RHBDF1,ENSG00000007384,ENS,64285
ENSG00000007392,,LUC7L,ENSG00000007392,ENS,55692
ENSG00000007402,,CACNA2D2,ENSG00000007402,ENS,9254
ENSG00000007516,,BAIAP3,ENSG00000007516,ENS,8938
ENSG00000007520,,TSR3,ENSG00000007520,ENS,115939
ENSG00000007541,,PIGQ,ENSG00000007541,ENS,9091
ENSG00000007545,,CRAMP1,ENSG00000007545,ENS,57585
ENSG00000007866,,TEAD3,ENSG00000007866,ENS,7005
ENSG00000007923,,DNAJC11,ENSG00000007923,ENS,55735
ENSG00000007944,,MYLIP,ENSG00000007944,ENS,29116
ENSG00000008018,,PSMB1,ENSG00000008018,ENS,5689
ENSG00000008056,,SYN1,ENSG00000008056,ENS,6853
ENSG00000008083,,JARID2,ENSG00000008083,ENS,3720
ENSG00000008086,,CDKL5,ENSG00000008086,ENS,6792
ENSG00000008128,,CDK11A,ENSG00000008128,ENS,728642
ENSG00000008130,,NADK,ENSG00000008130,ENS,65220
ENSG00000008196,,TFAP2B,ENSG00000008196,ENS,7021
ENSG00000008256,,CYTH3,ENSG00000008256,ENS,9265
ENSG00000008277,,ADAM22,ENSG00000008277,ENS,53616
ENSG00000008282,,SYPL1,ENSG00000008282,ENS,6856
ENSG00000008283,,CYB561,ENSG00000008283,ENS,1534
ENSG00000008294,,SPAG9,ENSG00000008294,ENS,9043
ENSG00000008300,,CELSR3,ENSG00000008300,ENS,1951
ENSG00000008311,,AASS,ENSG00000008311,ENS,10157
ENSG00000008324,,SS18L2,ENSG00000008324,ENS,51188
ENSG00000008382,,MPND,ENSG00000008382,ENS,84954
ENSG00000008405,,CRY1,ENSG00000008405,ENS,1407
ENSG00000008441,,NFIX,ENSG00000008441,ENS,4784
ENSG00000008513,,ST3GAL1,ENSG00000008513,ENS,6482
ENSG00000008710,,PKD1,ENSG00000008710,ENS,5310
ENSG00000008735,,MAPK8IP2,ENSG00000008735,ENS,23542
ENSG00000008838,,MED24,ENSG00000008838,ENS,9862
ENSG00000008853,,RHOBTB2,ENSG00000008853,ENS,23221
ENSG00000008869,,HEATR5B,ENSG00000008869,ENS,54497
ENSG00000008952,,SEC62,ENSG00000008952,ENS,7095
ENSG00000008988,,RPS20,ENSG00000008988,ENS,6224
ENSG00000009307,,CSDE1,ENSG00000009307,ENS,7812
ENSG00000009335,,UBE3C,ENSG00000009335,ENS,9690
ENSG00000009413,,REV3L,ENSG00000009413,ENS,5980
ENSG00000009694,,TENM1,ENSG00000009694,ENS,10178
ENSG00000009780,,FAM76A,ENSG00000009780,ENS,199870
ENSG00000009830,,POMT2,ENSG00000009830,ENS,29954
ENSG00000009844,,VTA1,ENSG00000009844,ENS,51534
ENSG00000009950,,MLXIPL,ENSG00000009950,ENS,51085
ENSG00000009954,,BAZ1B,ENSG00000009954,ENS,9031
ENSG00000010017,,RANBP9,ENSG00000010017,ENS,10048
ENSG00000010072,,SPRTN,ENSG00000010072,ENS,83932
ENSG00000010165,,EEF1AKNMT,ENSG00000010165,ENS,51603
ENSG00000010219,,DYRK4,ENSG00000010219,ENS,8798
ENSG00000010244,,ZNF207,ENSG00000010244,ENS,7756
ENSG00000010256,,UQCRC1,ENSG00000010256,ENS,7384
ENSG00000010270,,STARD3NL,ENSG00000010270,ENS,83930
ENSG00000010278,,CD9,ENSG00000010278,ENS,928
ENSG00000010282,,HHATL,ENSG00000010282,ENS,57467
ENSG00000010292,,NCAPD2,ENSG00000010292,ENS,9918
ENSG00000010295,,IFFO1,ENSG00000010295,ENS,25900
ENSG00000010310,,GIPR,ENSG00000010310,ENS,2696
ENSG00000010318,,PHF7,ENSG00000010318,ENS,51533
ENSG00000010319,,SEMA3G,ENSG00000010319,ENS,56920
ENSG00000010322,,NISCH,ENSG00000010322,ENS,11188
ENSG00000010327,,STAB1,ENSG00000010327,ENS,23166
ENSG00000010361,,FUZ,ENSG00000010361,ENS,80199
ENSG00000010379,,SLC6A13,ENSG00000010379,ENS,6540
ENSG00000010404,,IDS,ENSG00000010404,ENS,3423
ENSG00000010539,,ZNF200,ENSG00000010539,ENS,7752
ENSG00000010610,,CD4,ENSG00000010610,ENS,920
ENSG00000010626,,LRRC23,ENSG00000010626,ENS,10233
ENSG00000010803,,SCMH1,ENSG00000010803,ENS,22955
ENSG00000010810,,FYN,ENSG00000010810,ENS,2534
ENSG00000010818,,HIVEP2,ENSG00000010818,ENS,3097
ENSG00000011007,,ELOA,ENSG00000011007,ENS,6924
ENSG00000011009,,LYPLA2,ENSG00000011009,ENS,11313
ENSG00000011021,,CLCN6,ENSG00000011021,ENS,1185
ENSG00000011028,,MRC2,ENSG00000011028,ENS,9902
ENSG00000011052,,NME1-NME2,ENSG00000011052,ENS,654364
ENSG00000011105,,TSPAN9,ENSG00000011105,ENS,10867
ENSG00000011114,,BTBD7,ENSG00000011114,ENS,55727
ENSG00000011132,,APBA3,ENSG00000011132,ENS,9546
ENSG00000011143,,MKS1,ENSG00000011143,ENS,54903
ENSG00000011198,,ABHD5,ENSG00000011198,ENS,51099
ENSG00000011201,,ANOS1,ENSG00000011201,ENS,3730
ENSG00000011243,,AKAP8L,ENSG00000011243,ENS,26993
ENSG00000011258,,MBTD1,ENSG00000011258,ENS,54799
ENSG00000011260,,UTP18,ENSG00000011260,ENS,51096
ENSG00000011275,,RNF216,ENSG00000011275,ENS,54476
ENSG00000011295,,TTC19,ENSG00000011295,ENS,54902
ENSG00000011304,,PTBP1,ENSG00000011304,ENS,5725
ENSG00000011332,,DPF1,ENSG00000011332,ENS,8193
ENSG00000011347,,SYT7,ENSG00000011347,ENS,9066
ENSG00000011376,,LARS2,ENSG00000011376,ENS,23395
ENSG00000011405,,PIK3C2A,ENSG00000011405,ENS,5286
ENSG00000011451,,WIZ,ENSG00000011451,ENS,58525
ENSG00000011454,,RABGAP1,ENSG00000011454,ENS,23637
ENSG00000011478,,QPCTL,ENSG00000011478,ENS,54814
ENSG00000011485,,PPP5C,ENSG00000011485,ENS,5536
ENSG00000011523,,CEP68,ENSG00000011523,ENS,23177
ENSG00000011566,,MAP4K3,ENSG00000011566,ENS,8491
ENSG00000011638,,TMEM159,ENSG00000011638,ENS,57146
ENSG00000011677,,GABRA3,ENSG00000011677,ENS,2556
ENSG00000012048,,BRCA1,ENSG00000012048,ENS,672
ENSG00000012061,,ERCC1,ENSG00000012061,ENS,2067
ENSG00000012171,,SEMA3B,ENSG00000012171,ENS,7869
ENSG00000012174,,MBTPS2,ENSG00000012174,ENS,51360
ENSG00000012232,,EXTL3,ENSG00000012232,ENS,2137
ENSG00000012660,,ELOVL5,ENSG00000012660,ENS,60481
ENSG00000012822,,CALCOCO1,ENSG00000012822,ENS,57658
ENSG00000012963,,UBR7,ENSG00000012963,ENS,55148
ENSG00000012983,,MAP4K5,ENSG00000012983,ENS,11183
ENSG00000013016,,EHD3,ENSG00000013016,ENS,30845
ENSG00000013275,,PSMC4,ENSG00000013275,ENS,5704
ENSG00000013288,,MAN2B2,ENSG00000013288,ENS,23324
ENSG00000013293,,SLC7A14,ENSG00000013293,ENS,57709
ENSG00000013297,,CLDN11,ENSG00000013297,ENS,5010
ENSG00000013306,,SLC25A39,ENSG00000013306,ENS,51629
ENSG00000013364,,MVP,ENSG00000013364,ENS,9961
ENSG00000013374,,NUB1,ENSG00000013374,ENS,51667
ENSG00000013375,,PGM3,ENSG00000013375,ENS,5238
ENSG00000013392,,RWDD2A,ENSG00000013392,ENS,112611
ENSG00000013441,,CLK1,ENSG00000013441,ENS,1195
ENSG00000013503,,POLR3B,ENSG00000013503,ENS,55703
ENSG00000013523,,ANGEL1,ENSG00000013523,ENS,23357
ENSG00000013561,,RNF14,ENSG00000013561,ENS,9604
ENSG00000013563,,DNASE1L1,ENSG00000013563,ENS,1774
ENSG00000013573,,DDX11,ENSG00000013573,ENS,1663
ENSG00000013583,,HEBP1,ENSG00000013583,ENS,50865
ENSG00000013619,,MAMLD1,ENSG00000013619,ENS,10046
ENSG00000013810,,TACC3,ENSG00000013810,ENS,10460
ENSG00000014123,,UFL1,ENSG00000014123,ENS,23376
ENSG00000014138,,POLA2,ENSG00000014138,ENS,23649
ENSG00000014164,,ZC3H3,ENSG00000014164,ENS,23144
ENSG00000014216,,CAPN1,ENSG00000014216,ENS,823
ENSG00000014641,,MDH1,ENSG00000014641,ENS,4190
ENSG00000014824,,SLC30A9,ENSG00000014824,ENS,10463
ENSG00000014914,,MTMR11,ENSG00000014914,ENS,10903
ENSG00000014919,,COX15,ENSG00000014919,ENS,1355
ENSG00000015133,,CCDC88C,ENSG00000015133,ENS,440193
ENSG00000015153,,YAF2,ENSG00000015153,ENS,10138
ENSG00000015171,,ZMYND11,ENSG00000015171,ENS,10771
ENSG00000015413,,DPEP1,ENSG00000015413,ENS,1800
ENSG00000015479,,MATR3,ENSG00000015479,ENS,9782
ENSG00000015532,,XYLT2,ENSG00000015532,ENS,64132
ENSG00000015592,,STMN4,ENSG00000015592,ENS,81551
ENSG00000015676,,NUDCD3,ENSG00000015676,ENS,23386
ENSG00000016082,,ISL1,ENSG00000016082,ENS,3670
ENSG00000016391,,CHDH,ENSG00000016391,ENS,55349
ENSG00000016402,,IL20RA,ENSG00000016402,ENS,53832
ENSG00000016864,,GLT8D1,ENSG00000016864,ENS,55830
ENSG00000017260,,ATP2C1,ENSG00000017260,ENS,27032
ENSG00000017427,,IGF1,ENSG00000017427,ENS,3479
ENSG00000017483,,SLC38A5,ENSG00000017483,ENS,92745
ENSG00000017797,,RALBP1,ENSG00000017797,ENS,10928
ENSG00000018189,,RUFY3,ENSG00000018189,ENS,22902
ENSG00000018236,,CNTN1,ENSG00000018236,ENS,1272
ENSG00000018280,,SLC11A1,ENSG00000018280,ENS,6556
ENSG00000018408,,WWTR1,ENSG00000018408,ENS,25937
ENSG00000018510,,AGPS,ENSG00000018510,ENS,8540
ENSG00000018610,,CXorf56,ENSG00000018610,ENS,63932
ENSG00000018625,,ATP1A2,ENSG00000018625,ENS,477
ENSG00000018699,,TTC27,ENSG00000018699,ENS,55622
ENSG00000018869,,ZNF582,ENSG00000018869,ENS,147948
ENSG00000019144,,PHLDB1,ENSG00000019144,ENS,23187
ENSG00000019485,,PRDM11,ENSG00000019485,ENS,56981
ENSG00000019505,,SYT13,ENSG00000019505,ENS,57586
ENSG00000019582,,CD74,ENSG00000019582,ENS,972
ENSG00000019991,,HGF,ENSG00000019991,ENS,3082
ENSG00000019995,,ZRANB1,ENSG00000019995,ENS,54764
ENSG00000020129,,NCDN,ENSG00000020129,ENS,23154
ENSG00000020181,,ADGRA2,ENSG00000020181,ENS,25960
ENSG00000020256,,ZFP64,ENSG00000020256,ENS,55734
ENSG00000020426,,MNAT1,ENSG00000020426,ENS,4331
ENSG00000020577,,SAMD4A,ENSG00000020577,ENS,23034
ENSG00000020922,,MRE11,ENSG00000020922,ENS,4361
ENSG00000021300,,PLEKHB1,ENSG00000021300,ENS,58473
ENSG00000021355,,SERPINB1,ENSG00000021355,ENS,1992
ENSG00000021488,,SLC7A9,ENSG00000021488,ENS,11136
ENSG00000021574,,SPAST,ENSG00000021574,ENS,6683
ENSG00000021645,,NRXN3,ENSG00000021645,ENS,9369
ENSG00000021762,,OSBPL5,ENSG00000021762,ENS,114879
ENSG00000021776,,AQR,ENSG00000021776,ENS,9716
ENSG00000021826,,CPS1,ENSG00000021826,ENS,1373
ENSG00000022267,,FHL1,ENSG00000022267,ENS,2273
ENSG00000022277,,RTF2,ENSG00000022277,ENS,51507
ENSG00000022355,,GABRA1,ENSG00000022355,ENS,2554
ENSG00000022556,,NLRP2,ENSG00000022556,ENS,55655
ENSG00000022567,,SLC45A4,ENSG00000022567,ENS,57210
ENSG00000022840,,RNF10,ENSG00000022840,ENS,9921
ENSG00000022976,,ZNF839,ENSG00000022976,ENS,55778
ENSG00000023041,,ZDHHC6,ENSG00000023041,ENS,64429
ENSG00000023171,,GRAMD1B,ENSG00000023171,ENS,100128242
ENSG00000023191,,RNH1,ENSG00000023191,ENS,6050
ENSG00000023228,,NDUFS1,ENSG00000023228,ENS,4719
ENSG00000023287,,RB1CC1,ENSG00000023287,ENS,9821
ENSG00000023318,,ERP44,ENSG00000023318,ENS,23071
ENSG00000023330,,ALAS1,ENSG00000023330,ENS,211
ENSG00000023516,,AKAP11,ENSG00000023516,ENS,11215
ENSG00000023572,,GLRX2,ENSG00000023572,ENS,51022
ENSG00000023608,,SNAPC1,ENSG00000023608,ENS,6617
ENSG00000023697,,DERA,ENSG00000023697,ENS,51071
ENSG00000023734,,STRAP,ENSG00000023734,ENS,11171
ENSG00000023839,,ABCC2,ENSG00000023839,ENS,1244
ENSG00000023892,,DEF6,ENSG00000023892,ENS,50619
ENSG00000023902,,PLEKHO1,ENSG00000023902,ENS,51177
ENSG00000023909,,GCLM,ENSG00000023909,ENS,2730
ENSG00000024048,,UBR2,ENSG00000024048,ENS,23304
ENSG00000024422,,EHD2,ENSG00000024422,ENS,30846
ENSG00000024862,,CCDC28A,ENSG00000024862,ENS,25901
ENSG00000025039,,RRAGD,ENSG00000025039,ENS,58528
ENSG00000025156,,HSF2,ENSG00000025156,ENS,3298
ENSG00000025293,,PHF20,ENSG00000025293,ENS,51230
ENSG00000025434,,NR1H3,ENSG00000025434,ENS,10062
ENSG00000025770,,NCAPH2,ENSG00000025770,ENS,29781
ENSG00000025772,,TOMM34,ENSG00000025772,ENS,10953
ENSG00000025796,,SEC63,ENSG00000025796,ENS,11231
ENSG00000025800,,KPNA6,ENSG00000025800,ENS,23633
ENSG00000026025,,VIM,ENSG00000026025,ENS,7431
ENSG00000026036,,RTEL1-TNFRSF6B,ENSG00000026036,ENS,
ENSG00000026103,,FAS,ENSG00000026103,ENS,355
ENSG00000026297,,RNASET2,ENSG00000026297,ENS,8635
ENSG00000026508,,CD44,ENSG00000026508,ENS,960
ENSG00000026559,,KCNG1,ENSG00000026559,ENS,3755
ENSG00000026652,,AGPAT4,ENSG00000026652,ENS,56895
ENSG00000026950,,BTN3A1,ENSG00000026950,ENS,11119
ENSG00000027001,,MIPEP,ENSG00000027001,ENS,4285
ENSG00000027075,,PRKCH,ENSG00000027075,ENS,5583
ENSG00000027697,,IFNGR1,ENSG00000027697,ENS,3459
ENSG00000027847,,B4GALT7,ENSG00000027847,ENS,11285
ENSG00000027869,,SH2D2A,ENSG00000027869,ENS,9047
ENSG00000028116,,VRK2,ENSG00000028116,ENS,7444
ENSG00000028137,,TNFRSF1B,ENSG00000028137,ENS,7133
ENSG00000028203,,VEZT,ENSG00000028203,ENS,55591
ENSG00000028277,,POU2F2,ENSG00000028277,ENS,5452
ENSG00000028310,,BRD9,ENSG00000028310,ENS,65980
ENSG00000028528,,SNX1,ENSG00000028528,ENS,6642
ENSG00000028839,,TBPL1,ENSG00000028839,ENS,9519
ENSG00000029363,,BCLAF1,ENSG00000029363,ENS,9774
ENSG00000029364,,SLC39A9,ENSG00000029364,ENS,55334
ENSG00000029534,,ANK1,ENSG00000029534,ENS,286
ENSG00000029639,,TFB1M,ENSG00000029639,ENS,51106
ENSG00000029725,,RABEP1,ENSG00000029725,ENS,9135
ENSG00000030066,,NUP160,ENSG00000030066,ENS,23279
ENSG00000030110,,BAK1,ENSG00000030110,ENS,578
ENSG00000030419,,IKZF2,ENSG00000030419,ENS,22807
ENSG00000030582,,GRN,ENSG00000030582,ENS,2896
ENSG00000031003,,FAM13B,ENSG00000031003,ENS,51306
ENSG00000031081,,ARHGAP31,ENSG00000031081,ENS,57514
ENSG00000031691,,CENPQ,ENSG00000031691,ENS,55166
ENSG00000031698,,SARS,ENSG00000031698,ENS,6301
ENSG00000031823,,RANBP3,ENSG00000031823,ENS,8498
ENSG00000032219,,ARID4A,ENSG00000032219,ENS,5926
ENSG00000032389,,EIPR1,ENSG00000032389,ENS,7260
ENSG00000032444,,PNPLA6,ENSG00000032444,ENS,10908
ENSG00000032742,,IFT88,ENSG00000032742,ENS,8100
ENSG00000033011,,ALG1,ENSG00000033011,ENS,56052
ENSG00000033030,,ZCCHC8,ENSG00000033030,ENS,55596
ENSG00000033050,,ABCF2,ENSG00000033050,ENS,10061
ENSG00000033100,,CHPF2,ENSG00000033100,ENS,54480
ENSG00000033122,,LRRC7,ENSG00000033122,ENS,57554
ENSG00000033170,,FUT8,ENSG00000033170,ENS,2530
ENSG00000033178,,UBA6,ENSG00000033178,ENS,55236
ENSG00000033327,,GAB2,ENSG00000033327,ENS,9846
ENSG00000033627,,ATP6V0A1,ENSG00000033627,ENS,535
ENSG00000033800,,PIAS1,ENSG00000033800,ENS,8554
ENSG00000033867,,SLC4A7,ENSG00000033867,ENS,9497
ENSG00000034053,,APBA2,ENSG00000034053,ENS,321
ENSG00000034152,,MAP2K3,ENSG00000034152,ENS,5606
ENSG00000034510,,TMSB10,ENSG00000034510,ENS,9168
ENSG00000034533,,ASTE1,ENSG00000034533,ENS,28990
ENSG00000034677,,RNF19A,ENSG00000034677,ENS,25897
ENSG00000034693,,PEX3,ENSG00000034693,ENS,8504
ENSG00000034713,,GABARAPL2,ENSG00000034713,ENS,11345
ENSG00000035115,,SH3YL1,ENSG00000035115,ENS,26751
ENSG00000035141,,FAM136A,ENSG00000035141,ENS,84908
ENSG00000035403,,VCL,ENSG00000035403,ENS,7414
ENSG00000035681,,NSMAF,ENSG00000035681,ENS,8439
ENSG00000035687,,ADSS,ENSG00000035687,ENS,159
ENSG00000035862,,TIMP2,ENSG00000035862,ENS,7077
ENSG00000035928,,RFC1,ENSG00000035928,ENS,5981
ENSG00000036054,,TBC1D23,ENSG00000036054,ENS,55773
ENSG00000036257,,CUL3,ENSG00000036257,ENS,8452
ENSG00000036448,,MYOM2,ENSG00000036448,ENS,9172
ENSG00000036530,,CYP46A1,ENSG00000036530,ENS,10858
ENSG00000036549,,AC118549.1,ENSG00000036549,ENS,26009
ENSG00000036672,,USP2,ENSG00000036672,ENS,9099
ENSG00000037042,,TUBG2,ENSG00000037042,ENS,27175
ENSG00000037241,,RPL26L1,ENSG00000037241,ENS,51121
ENSG00000037474,,NSUN2,ENSG00000037474,ENS,54888
ENSG00000037637,,FBXO42,ENSG00000037637,ENS,54455
ENSG00000037749,,MFAP3,ENSG00000037749,ENS,4238
ENSG00000037757,,MRI1,ENSG00000037757,ENS,84245
ENSG00000038002,,AGA,ENSG00000038002,ENS,175
ENSG00000038210,,PI4K2B,ENSG00000038210,ENS,55300
ENSG00000038219,,BOD1L1,ENSG00000038219,ENS,259282
ENSG00000038274,,MAT2B,ENSG00000038274,ENS,27430
ENSG00000038295,,TLL1,ENSG00000038295,ENS,7092
ENSG00000038358,,EDC4,ENSG00000038358,ENS,23644
ENSG00000038382,,TRIO,ENSG00000038382,ENS,7204
ENSG00000038427,,VCAN,ENSG00000038427,ENS,1462
ENSG00000038532,,CLEC16A,ENSG00000038532,ENS,23274
ENSG00000038945,,MSR1,ENSG00000038945,ENS,4481
ENSG00000039123,,MTREX,ENSG00000039123,ENS,23517
ENSG00000039319,,ZFYVE16,ENSG00000039319,ENS,9765
ENSG00000039523,,RIPOR1,ENSG00000039523,ENS,79567
ENSG00000039560,,RAI14,ENSG00000039560,ENS,26064
ENSG00000039650,,PNKP,ENSG00000039650,ENS,11284
ENSG00000040199,,PHLPP2,ENSG00000040199,ENS,23035
ENSG00000040275,,SPDL1,ENSG00000040275,ENS,54908
ENSG00000040341,,STAU2,ENSG00000040341,ENS,27067
ENSG00000040487,,PQLC2,ENSG00000040487,ENS,54896
ENSG00000040531,,CTNS,ENSG00000040531,ENS,1497
ENSG00000040608,,RTN4R,ENSG00000040608,ENS,65078
ENSG00000040633,,PHF23,ENSG00000040633,ENS,79142
ENSG00000040731,,CDH10,ENSG00000040731,ENS,1008
ENSG00000040933,,INPP4A,ENSG00000040933,ENS,3631
ENSG00000041353,,RAB27B,ENSG00000041353,ENS,5874
ENSG00000041357,,PSMA4,ENSG00000041357,ENS,5685
ENSG00000041515,,MYO16,ENSG00000041515,ENS,23026
ENSG00000041802,,LSG1,ENSG00000041802,ENS,55341
ENSG00000041880,,PARP3,ENSG00000041880,ENS,10039
ENSG00000041982,,TNC,ENSG00000041982,ENS,3371
ENSG00000041988,,THAP3,ENSG00000041988,ENS,90326
ENSG00000042088,,TDP1,ENSG00000042088,ENS,55775
ENSG00000042286,,AIFM2,ENSG00000042286,ENS,84883
ENSG00000042317,,SPATA7,ENSG00000042317,ENS,55812
ENSG00000042429,,MED17,ENSG00000042429,ENS,9440
ENSG00000042445,,RETSAT,ENSG00000042445,ENS,54884
ENSG00000042493,,CAPG,ENSG00000042493,ENS,822
ENSG00000042753,,AP2S1,ENSG00000042753,ENS,1175
ENSG00000042781,,USH2A,ENSG00000042781,ENS,7399
ENSG00000042813,,ZPBP,ENSG00000042813,ENS,11055
ENSG00000042980,,ADAM28,ENSG00000042980,ENS,10863
ENSG00000043093,,DCUN1D1,ENSG00000043093,ENS,54165
ENSG00000043143,,JADE2,ENSG00000043143,ENS,23338
ENSG00000043355,,ZIC2,ENSG00000043355,ENS,7546
ENSG00000043514,,TRIT1,ENSG00000043514,ENS,54802
ENSG00000043591,,ADRB1,ENSG00000043591,ENS,153
ENSG00000044090,,CUL7,ENSG00000044090,ENS,9820
ENSG00000044115,,CTNNA1,ENSG00000044115,ENS,1495
ENSG00000044446,,PHKA2,ENSG00000044446,ENS,5256
ENSG00000044459,,CNTLN,ENSG00000044459,ENS,54875
ENSG00000044524,,EPHA3,ENSG00000044524,ENS,2042
ENSG00000044574,,HSPA5,ENSG00000044574,ENS,3309
ENSG00000046604,,DSG2,ENSG00000046604,ENS,1829
ENSG00000046647,,GEMIN8,ENSG00000046647,ENS,54960
ENSG00000046651,,OFD1,ENSG00000046651,ENS,8481
ENSG00000046653,,GPM6B,ENSG00000046653,ENS,2824
ENSG00000046889,,PREX2,ENSG00000046889,ENS,80243
ENSG00000047056,,WDR37,ENSG00000047056,ENS,22884
ENSG00000047188,,YTHDC2,ENSG00000047188,ENS,64848
ENSG00000047230,,CTPS2,ENSG00000047230,ENS,56474
ENSG00000047249,,ATP6V1H,ENSG00000047249,ENS,51606
ENSG00000047315,,POLR2B,ENSG00000047315,ENS,5431
ENSG00000047346,,FAM214A,ENSG00000047346,ENS,56204
ENSG00000047365,,ARAP2,ENSG00000047365,ENS,116984
ENSG00000047410,,TPR,ENSG00000047410,ENS,7175
ENSG00000047457,,CP,ENSG00000047457,ENS,1356
ENSG00000047578,,KIAA0556,ENSG00000047578,ENS,23247
ENSG00000047579,,DTNBP1,ENSG00000047579,ENS,84062
ENSG00000047597,,XK,ENSG00000047597,ENS,7504
ENSG00000047617,,ANO2,ENSG00000047617,ENS,57101
ENSG00000047621,,C12orf4,ENSG00000047621,ENS,57102
ENSG00000047634,,SCML1,ENSG00000047634,ENS,6322
ENSG00000047644,,WWC3,ENSG00000047644,ENS,55841
ENSG00000047648,,ARHGAP6,ENSG00000047648,ENS,395
ENSG00000047662,,FAM184B,ENSG00000047662,ENS,27146
ENSG00000047849,,MAP4,ENSG00000047849,ENS,4134
ENSG00000047932,,GOPC,ENSG00000047932,ENS,57120
ENSG00000048028,,USP28,ENSG00000048028,ENS,57646
ENSG00000048052,,HDAC9,ENSG00000048052,ENS,9734
ENSG00000048140,,TSPAN17,ENSG00000048140,ENS,26262
ENSG00000048342,,CC2D2A,ENSG00000048342,ENS,57545
ENSG00000048392,,RRM2B,ENSG00000048392,ENS,50484
ENSG00000048405,,ZNF800,ENSG00000048405,ENS,168850
ENSG00000048471,,SNX29,ENSG00000048471,ENS,92017
ENSG00000048540,,LMO3,ENSG00000048540,ENS,55885
ENSG00000048544,,MRPS10,ENSG00000048544,ENS,55173
ENSG00000048545,,GUCA1A,ENSG00000048545,ENS,2978
ENSG00000048649,,RSF1,ENSG00000048649,ENS,51773
ENSG00000048707,,VPS13D,ENSG00000048707,ENS,55187
ENSG00000048740,,CELF2,ENSG00000048740,ENS,10659
